cc_account_no,card_number,transaction_id,card_type,transaction_date,merchant_code,area_of_expense,transaction_amt,transaction_mode
785302647,XXXXXXXXXXXX8511,685302647XXXX851123/12/20181037193451,Platinum,23/12/2019,1037193451,PETROL PUMPS,17189,POS
785302648,XXXXXXXXXXXX5852,685302648XXXX5852431971054157995,Membership,4/7/2019,1054157995,UTILITIES,79627,POS
785302648,XXXXXXXXXXXX2968,685302648XXXX2968431991048121060,Membership,4/9/2019,1048121060,UTILITIES,65007,POS
785302648,XXXXXXXXXXXX6070,685302648XXXX6070432211018256606,Membership,5/1/2019,1018256606,FOOD,71781,POS
785302648,XXXXXXXXXXXX2040,685302648XXXX2040432311025516185,Membership,5/11/2019,1025516185,TRAVEL,86796,POS
785302648,XXXXXXXXXXXX9898,685302648XXXX9898432551011707150,Membership,6/4/2019,1011707150,ENTERTAINMENT,90693,POS
785302648,XXXXXXXXXXXX5802,685302648XXXX5802432891060935172,Membership,7/8/2019,1060935172,ENTERTAINMENT,10608,POS
785302648,XXXXXXXXXXXX1273,685302648XXXX1273433221049107118,Membership,8/10/2019,1049107118,GROCERIES,30891,POS
785302648,XXXXXXXXXXXX6625,685302648XXXX6625433741078578588,Membership,10/1/2019,1078578588,WITHDRAWAL,62944,ATM
785302648,XXXXXXXXXXXX2841,685302648XXXX2841433741022483078,Membership,10/1/2019,1022483078,ENTERTAINMENT,4702,POS
785302648,XXXXXXXXXXXX9040,685302648XXXX9040434081007717293,Membership,11/4/2019,1007717293,TRAVEL,93766,POS
785302648,XXXXXXXXXXXX1516,685302648XXXX1516434091014658403,Membership,11/5/2019,1014658403,FOOD,11830,POS
785302648,XXXXXXXXXXXX5566,685302648XXXX5566434351044894738,Membership,12/1/2019,1044894738,ENTERTAINMENT,38580,POS
785302648,XXXXXXXXXXXX9064,685302648XXXX906414/06/20181090972109,Membership,14/6/2019,1090972109,ENTERTAINMENT,82743,POS
785302648,XXXXXXXXXXXX2016,685302648XXXX201616/02/20181005977879,Membership,16/2/2019,1005977879,PETROL PUMPS,36160,POS
785302648,XXXXXXXXXXXX5085,685302648XXXX508516/02/20181061444965,Membership,16/2/2019,1061444965,ENTERTAINMENT,65443,POS
785302648,XXXXXXXXXXXX2549,685302648XXXX254918/01/20181043329379,Membership,18/1/2019,1043329379,FOOD,32159,POS
785302648,XXXXXXXXXXXX9586,685302648XXXX958618/11/20181067063223,Membership,18/11/2019,1067063223,FOOD,30870,POS
785302648,XXXXXXXXXXXX8326,685302648XXXX832620/01/20181019352937,Membership,20/1/2019,1019352937,TRAVEL,92194,POS
785302648,XXXXXXXXXXXX9541,685302648XXXX954123/10/20181080230611,Membership,23/10/2019,1080230611,PETROL PUMPS,38607,POS
785302648,XXXXXXXXXXXX2968,685302648XXXX296825/06/20181051783931,Membership,25/6/2019,1051783931,PETROL PUMPS,70100,POS
785302648,XXXXXXXXXXXX3401,685302648XXXX340126/07/20181042356933,Membership,26/7/2019,1042356933,PETROL PUMPS,78824,POS
785302648,XXXXXXXXXXXX1729,685302648XXXX172926/08/20181031991662,Membership,26/8/2019,1031991662,ENTERTAINMENT,12653,POS
785302648,XXXXXXXXXXXX2651,685302648XXXX265128/01/20181080402646,Membership,28/1/2019,1080402646,UTILITIES,59213,POS
785302648,XXXXXXXXXXXX7002,685302648XXXX700228/08/20181093094288,Membership,28/8/2019,1093094288,UTILITIES,58072,POS
785302648,XXXXXXXXXXXX9063,685302648XXXX906329/09/20181088084582,Membership,29/9/2019,1088084582,TRAVEL,72548,POS
785302649,XXXXXXXXXXXX8504,685302649XXXX8504431091036603224,Platinum,1/9/2019,1036603224,WITHDRAWAL,96119,ATM
785302649,XXXXXXXXXXXX5676,685302649XXXX5676431321031590427,Platinum,2/1/2019,1031590427,TRAVEL,7510,POS
785302649,XXXXXXXXXXXX5959,685302649XXXX5959431371037152465,Platinum,2/6/2019,1037152465,GROCERIES,98643,POS
785302649,XXXXXXXXXXXX5975,685302649XXXX5975432291094618460,Platinum,5/9/2019,1094618460,TRAVEL,94797,POS
785302649,XXXXXXXXXXXX8759,685302649XXXX8759432601077458075,Platinum,6/9/2019,1077458075,GROCERIES,83830,POS
785302649,XXXXXXXXXXXX9279,685302649XXXX9279432911044799917,Platinum,7/10/2019,1044799917,ENTERTAINMENT,42940,POS
785302649,XXXXXXXXXXXX5461,685302649XXXX5461433461038312590,Platinum,9/3/2019,1038312590,GROCERIES,75002,POS
785302649,XXXXXXXXXXXX7412,685302649XXXX7412433471071876204,Platinum,9/4/2019,1071876204,FOOD,68359,POS
785302649,XXXXXXXXXXXX8551,685302649XXXX8551433761067209930,Platinum,10/3/2019,1067209930,ENTERTAINMENT,70816,POS
785302649,XXXXXXXXXXXX1088,685302649XXXX1088433801039196334,Platinum,10/7/2019,1039196334,PETROL PUMPS,99295,POS
785302649,XXXXXXXXXXXX3402,685302649XXXX3402433821063260368,Platinum,10/9/2019,1063260368,UTILITIES,18910,POS
785302649,XXXXXXXXXXXX8788,685302649XXXX8788434101062628294,Platinum,11/6/2019,1062628294,PETROL PUMPS,73517,POS
785302649,XXXXXXXXXXXX7938,685302649XXXX7938434411067365640,Platinum,12/7/2019,1067365640,ENTERTAINMENT,16421,POS
785302649,XXXXXXXXXXXX1495,685302649XXXX1495434451035448597,Platinum,12/11/2019,1035448597,GROCERIES,95313,POS
785302649,XXXXXXXXXXXX3388,685302649XXXX338813/08/20181093663459,Platinum,13/8/2019,1093663459,UTILITIES,46134,POS
785302649,XXXXXXXXXXXX9426,685302649XXXX942614/07/20181077132258,Platinum,14/7/2019,1077132258,PETROL PUMPS,8392,POS
785302649,XXXXXXXXXXXX7835,685302649XXXX783514/09/20181026864292,Platinum,14/9/2019,1026864292,UTILITIES,75632,POS
785302649,XXXXXXXXXXXX8123,685302649XXXX812315/11/20181069108341,Platinum,15/11/2019,1069108341,FOOD,20845,POS
785302649,XXXXXXXXXXXX7941,685302649XXXX794116/01/20181001234394,Platinum,16/1/2019,1001234394,TRAVEL,12304,POS
785302649,XXXXXXXXXXXX9547,685302649XXXX954717/04/20181038164272,Platinum,17/4/2019,1038164272,ENTERTAINMENT,78788,POS
785302649,XXXXXXXXXXXX9225,685302649XXXX922517/10/20181026059843,Platinum,17/10/2019,1026059843,UTILITIES,80372,POS
785302649,XXXXXXXXXXXX4485,685302649XXXX448518/02/20181037838350,Platinum,18/2/2019,1037838350,GROCERIES,34392,POS
785302649,XXXXXXXXXXXX4669,685302649XXXX466920/07/20181084974339,Platinum,20/7/2019,1084974339,PETROL PUMPS,31257,POS
785302649,XXXXXXXXXXXX3080,685302649XXXX308020/08/20181067158751,Platinum,20/8/2019,1067158751,PETROL PUMPS,85141,POS
785302649,XXXXXXXXXXXX9241,685302649XXXX924120/11/20181031530432,Platinum,20/11/2019,1031530432,GROCERIES,24437,POS
785302649,XXXXXXXXXXXX9817,685302649XXXX981721/03/20181046962826,Platinum,21/3/2019,1046962826,WITHDRAWAL,4648,ATM
785302649,XXXXXXXXXXXX6916,685302649XXXX691622/12/20181064807800,Platinum,22/12/2019,1064807800,ENTERTAINMENT,19571,POS
785302649,XXXXXXXXXXXX4066,685302649XXXX406622/12/20181038405222,Platinum,22/12/2019,1038405222,PETROL PUMPS,34015,POS
785302649,XXXXXXXXXXXX6600,685302649XXXX660025/07/20181079198191,Platinum,25/7/2019,1079198191,GROCERIES,14832,POS
785302649,XXXXXXXXXXXX2871,685302649XXXX287126/03/20181053446387,Platinum,26/3/2019,1053446387,ENTERTAINMENT,4026,POS
785302649,XXXXXXXXXXXX3583,685302649XXXX358327/01/20181066792513,Platinum,27/1/2019,1066792513,ENTERTAINMENT,65900,POS
785302649,XXXXXXXXXXXX6698,685302649XXXX669827/10/20181087009739,Platinum,27/10/2019,1087009739,FOOD,45160,POS
785302649,XXXXXXXXXXXX4505,685302649XXXX450529/04/20181098793938,Platinum,29/4/2019,1098793938,ENTERTAINMENT,56633,POS
785302649,XXXXXXXXXXXX2917,685302649XXXX291729/08/20181098483157,Platinum,29/8/2019,1098483157,UTILITIES,48054,POS
785302649,XXXXXXXXXXXX6831,685302649XXXX683131/05/20181095311249,Platinum,31/5/2019,1095311249,FOOD,43344,POS
785075202,XXXXXXXXXXXX3367,685075202XXXX3367431921057748904,Membership,4/2/2019,1057748904,ENTERTAINMENT,14589,POS
785075202,XXXXXXXXXXXX7366,685075202XXXX7366432231003604291,Membership,5/3/2019,1003604291,ENTERTAINMENT,77492,POS
785075202,XXXXXXXXXXXX4356,685075202XXXX4356432251039490679,Membership,5/5/2019,1039490679,TRAVEL,29471,POS
785075202,XXXXXXXXXXXX8072,685075202XXXX8072432281007355709,Membership,5/8/2019,1007355709,GROCERIES,33938,POS
785075202,XXXXXXXXXXXX3490,685075202XXXX3490434411052733710,Membership,12/7/2019,1052733710,PETROL PUMPS,57227,POS
785075202,XXXXXXXXXXXX4464,685075202XXXX446413/07/20181081768532,Membership,13/7/2019,1081768532,GROCERIES,20315,POS
785075202,XXXXXXXXXXXX3464,685075202XXXX346414/01/20181059341541,Membership,14/1/2019,1059341541,PETROL PUMPS,28496,POS
785075202,XXXXXXXXXXXX1504,685075202XXXX150421/02/20181074571400,Membership,21/2/2019,1074571400,TRAVEL,95150,POS
785075202,XXXXXXXXXXXX5936,685075202XXXX593621/12/20181015506929,Membership,21/12/2019,1015506929,TRAVEL,16712,POS
785075202,XXXXXXXXXXXX8222,685075202XXXX822227/03/20181040766505,Membership,27/3/2019,1040766505,UTILITIES,66547,POS
785075202,XXXXXXXXXXXX8965,685075202XXXX896527/09/20181012729700,Membership,27/9/2019,1012729700,ENTERTAINMENT,88598,POS
785075202,XXXXXXXXXXXX6594,685075202XXXX659430/10/20181064369492,Membership,30/10/2019,1064369492,TRAVEL,23337,POS
785075202,XXXXXXXXXXXX8852,685075202XXXX885231/03/20181012861715,Membership,31/3/2019,1012861715,FOOD,2629,POS
785075202,XXXXXXXXXXXX1819,685075202XXXX181931/05/20181055767658,Membership,31/5/2019,1055767658,GROCERIES,44618,POS
785302651,XXXXXXXXXXXX7507,685302651XXXX7507431041028684545,Platinum,1/4/2019,1028684545,FOOD,76589,POS
785302651,XXXXXXXXXXXX5268,685302651XXXX5268431071037990020,Platinum,1/7/2019,1037990020,FOOD,61063,POS
785302651,XXXXXXXXXXXX4618,685302651XXXX4618431111074434252,Platinum,1/11/2019,1074434252,WITHDRAWAL,90837,ATM
785302651,XXXXXXXXXXXX4781,685302651XXXX4781431421005268603,Platinum,2/11/2019,1005268603,GROCERIES,37985,POS
785302651,XXXXXXXXXXXX5688,685302651XXXX5688432881051304892,Platinum,7/7/2019,1051304892,TRAVEL,45517,POS
785302651,XXXXXXXXXXXX3262,685302651XXXX3262433211037524308,Platinum,8/9/2019,1037524308,TRAVEL,77665,POS
785302651,XXXXXXXXXXXX5676,685302651XXXX5676433451097357255,Platinum,9/2/2019,1097357255,UTILITIES,9690,POS
785302651,XXXXXXXXXXXX4100,685302651XXXX4100433841030554238,Platinum,10/11/2019,1030554238,WITHDRAWAL,12143,ATM
785302651,XXXXXXXXXXXX9719,685302651XXXX9719434381091032601,Platinum,12/4/2019,1091032601,PETROL PUMPS,11800,POS
785302651,XXXXXXXXXXXX2396,685302651XXXX239615/11/20181045169304,Platinum,15/11/2019,1045169304,ENTERTAINMENT,33254,POS
785302651,XXXXXXXXXXXX1529,685302651XXXX152918/07/20181085169299,Platinum,18/7/2019,1085169299,ENTERTAINMENT,28031,POS
785302651,XXXXXXXXXXXX6371,685302651XXXX637120/02/20181057694268,Platinum,20/2/2019,1057694268,UTILITIES,7112,POS
785302651,XXXXXXXXXXXX5081,685302651XXXX508121/09/20181013041343,Platinum,21/9/2019,1013041343,TRAVEL,45381,POS
785302651,XXXXXXXXXXXX8734,685302651XXXX873425/12/20181023522484,Platinum,25/12/2019,1023522484,FOOD,91966,POS
785302651,XXXXXXXXXXXX9167,685302651XXXX916728/09/20181067950608,Platinum,28/9/2019,1067950608,TRAVEL,77091,POS
785302651,XXXXXXXXXXXX8330,685302651XXXX833028/12/20181056201506,Platinum,28/12/2019,1056201506,UTILITIES,85879,POS
785302651,XXXXXXXXXXXX7214,685302651XXXX721429/01/20181060050319,Platinum,29/1/2019,1060050319,ENTERTAINMENT,3020,POS
785302654,XXXXXXXXXXXX8807,685302654XXXX8807431601010435489,Platinum,3/1/2019,1010435489,TRAVEL,85848,POS
785302654,XXXXXXXXXXXX5784,685302654XXXX5784432251012502087,Platinum,5/5/2019,1012502087,GROCERIES,84593,POS
785302654,XXXXXXXXXXXX8005,685302654XXXX8005432261060185571,Platinum,5/6/2019,1060185571,FOOD,4006,POS
785302654,XXXXXXXXXXXX1875,685302654XXXX1875432581001688962,Platinum,6/7/2019,1001688962,PETROL PUMPS,70933,POS
785302654,XXXXXXXXXXXX8621,685302654XXXX8621433481014387715,Platinum,9/5/2019,1014387715,PETROL PUMPS,57052,POS
785302654,XXXXXXXXXXXX7451,685302654XXXX7451433541031416353,Platinum,9/11/2019,1031416353,WITHDRAWAL,56694,ATM
785302654,XXXXXXXXXXXX3601,685302654XXXX3601433801073953064,Platinum,10/7/2019,1073953064,UTILITIES,92063,POS
785302654,XXXXXXXXXXXX1168,685302654XXXX1168434351015335238,Platinum,12/1/2019,1015335238,ENTERTAINMENT,65486,POS
785302654,XXXXXXXXXXXX5914,685302654XXXX5914434381019398728,Platinum,12/4/2019,1019398728,FOOD,75095,POS
785302654,XXXXXXXXXXXX7772,685302654XXXX777217/10/20181077983424,Platinum,17/10/2019,1077983424,PETROL PUMPS,77973,POS
785302654,XXXXXXXXXXXX7088,685302654XXXX708818/07/20181049272822,Platinum,18/7/2019,1049272822,PETROL PUMPS,7688,POS
785302654,XXXXXXXXXXXX7665,685302654XXXX766520/02/20181081568943,Platinum,20/2/2019,1081568943,FOOD,22841,POS
785302654,XXXXXXXXXXXX2225,685302654XXXX222520/12/20181093049276,Platinum,20/12/2019,1093049276,UTILITIES,94327,POS
785302654,XXXXXXXXXXXX6680,685302654XXXX668021/12/20181045265669,Platinum,21/12/2019,1045265669,WITHDRAWAL,20399,ATM
785302654,XXXXXXXXXXXX4506,685302654XXXX450623/03/20181073604071,Platinum,23/3/2019,1073604071,UTILITIES,37778,POS
785302654,XXXXXXXXXXXX5307,685302654XXXX530726/10/20181018453738,Platinum,26/10/2019,1018453738,ENTERTAINMENT,82554,POS
785302654,XXXXXXXXXXXX5368,685302654XXXX536827/01/20181081449824,Platinum,27/1/2019,1081449824,TRAVEL,99931,POS
785302654,XXXXXXXXXXXX4785,685302654XXXX478530/05/20181076648257,Platinum,30/5/2019,1076648257,UTILITIES,18333,POS
785302654,XXXXXXXXXXXX4193,685302654XXXX419331/08/20181098077197,Platinum,31/8/2019,1098077197,PETROL PUMPS,95332,POS
785302655,XXXXXXXXXXXX9870,685302655XXXX9870431401083459862,Membership,2/9/2019,1083459862,PETROL PUMPS,68724,POS
785302655,XXXXXXXXXXXX1219,685302655XXXX1219431701062477010,Membership,3/11/2019,1062477010,ENTERTAINMENT,43211,POS
785302655,XXXXXXXXXXXX4701,685302655XXXX4701432001022581166,Membership,4/10/2019,1022581166,GROCERIES,2518,POS
785302655,XXXXXXXXXXXX6257,685302655XXXX6257433461045685072,Membership,9/3/2019,1045685072,UTILITIES,12615,POS
785302655,XXXXXXXXXXXX5301,685302655XXXX5301434081094195666,Membership,11/4/2019,1094195666,FOOD,15062,POS
785302655,XXXXXXXXXXXX3932,685302655XXXX3932434101078396244,Membership,11/6/2019,1078396244,UTILITIES,84831,POS
785302655,XXXXXXXXXXXX1552,685302655XXXX155217/06/20181058580163,Membership,17/6/2019,1058580163,UTILITIES,19180,POS
785302655,XXXXXXXXXXXX2284,685302655XXXX228418/07/20181068339875,Membership,18/7/2019,1068339875,PETROL PUMPS,59999,POS
785302655,XXXXXXXXXXXX1655,685302655XXXX165518/11/20181096266613,Membership,18/11/2019,1096266613,UTILITIES,38148,POS
785302655,XXXXXXXXXXXX4479,685302655XXXX447919/06/20181023954090,Membership,19/6/2019,1023954090,ENTERTAINMENT,58537,POS
785302655,XXXXXXXXXXXX3192,685302655XXXX319220/11/20181014571756,Membership,20/11/2019,1014571756,PETROL PUMPS,81198,POS
785302655,XXXXXXXXXXXX8058,685302655XXXX805822/08/20181030124304,Membership,22/8/2019,1030124304,TRAVEL,13962,POS
785302655,XXXXXXXXXXXX9284,685302655XXXX928422/10/20181033229008,Membership,22/10/2019,1033229008,GROCERIES,14984,POS
785302655,XXXXXXXXXXXX7546,685302655XXXX754623/03/20181091618012,Membership,23/3/2019,1091618012,TRAVEL,56313,POS
785302655,XXXXXXXXXXXX6499,685302655XXXX649923/06/20181047607813,Membership,23/6/2019,1047607813,TRAVEL,17812,POS
785302655,XXXXXXXXXXXX7345,685302655XXXX734524/03/20181018025687,Membership,24/3/2019,1018025687,WITHDRAWAL,76644,ATM
785302655,XXXXXXXXXXXX1170,685302655XXXX117024/05/20181053485097,Membership,24/5/2019,1053485097,ENTERTAINMENT,57874,POS
785302655,XXXXXXXXXXXX3221,685302655XXXX322124/06/20181073306758,Membership,24/6/2019,1073306758,ENTERTAINMENT,22912,POS
785302655,XXXXXXXXXXXX8089,685302655XXXX808925/03/20181097915774,Membership,25/3/2019,1097915774,UTILITIES,20613,POS
785302655,XXXXXXXXXXXX6532,685302655XXXX653226/12/20181035686816,Membership,26/12/2019,1035686816,UTILITIES,80659,POS
785302655,XXXXXXXXXXXX4373,685302655XXXX437327/09/20181094098482,Membership,27/9/2019,1094098482,FOOD,5106,POS
785302655,XXXXXXXXXXXX3113,685302655XXXX311327/11/20181073988891,Membership,27/11/2019,1073988891,GROCERIES,35010,POS
784887834,XXXXXXXXXXXX2180,684887834XXXX2180431051011718894,Platinum,1/5/2019,1011718894,PETROL PUMPS,25399,POS
784887834,XXXXXXXXXXXX5714,684887834XXXX5714432531064584272,Platinum,6/2/2019,1064584272,PETROL PUMPS,41537,POS
784887834,XXXXXXXXXXXX7768,684887834XXXX7768432531015514345,Platinum,6/2/2019,1015514345,GROCERIES,87934,POS
784887834,XXXXXXXXXXXX2449,684887834XXXX2449432861007082285,Platinum,7/5/2019,1007082285,PETROL PUMPS,58264,POS
784887834,XXXXXXXXXXXX1987,684887834XXXX1987433471042305494,Platinum,9/4/2019,1042305494,UTILITIES,40585,POS
784887834,XXXXXXXXXXXX9073,684887834XXXX9073433511014811983,Platinum,9/8/2019,1014811983,WITHDRAWAL,97464,ATM
784887834,XXXXXXXXXXXX9167,684887834XXXX9167433741080935057,Platinum,10/1/2019,1080935057,FOOD,4165,POS
784887834,XXXXXXXXXXXX6680,684887834XXXX6680434371019540692,Platinum,12/3/2019,1019540692,UTILITIES,96151,POS
784887834,XXXXXXXXXXXX1421,684887834XXXX142114/11/20181075440720,Platinum,14/11/2019,1075440720,TRAVEL,63185,POS
784887834,XXXXXXXXXXXX3656,684887834XXXX365615/07/20181067931037,Platinum,15/7/2019,1067931037,PETROL PUMPS,62381,POS
784887834,XXXXXXXXXXXX5157,684887834XXXX515718/03/20181069741949,Platinum,18/3/2019,1069741949,UTILITIES,8098,POS
784887834,XXXXXXXXXXXX3229,684887834XXXX322918/09/20181066728236,Platinum,18/9/2019,1066728236,FOOD,64253,POS
784887834,XXXXXXXXXXXX3689,684887834XXXX368919/09/20181007122589,Platinum,19/9/2019,1007122589,FOOD,11740,POS
784887834,XXXXXXXXXXXX5069,684887834XXXX506922/07/20181074042003,Platinum,22/7/2019,1074042003,GROCERIES,57235,POS
784887834,XXXXXXXXXXXX6143,684887834XXXX614327/02/20181088748873,Platinum,27/2/2019,1088748873,FOOD,78427,POS
785302660,XXXXXXXXXXXX8237,685302660XXXX8237431071016445548,Membership,1/7/2019,1016445548,TRAVEL,18625,POS
785302660,XXXXXXXXXXXX1472,685302660XXXX1472431371085668508,Membership,2/6/2019,1085668508,PETROL PUMPS,18079,POS
785302660,XXXXXXXXXXXX1502,685302660XXXX1502431681060290770,Membership,3/9/2019,1060290770,UTILITIES,46544,POS
785302660,XXXXXXXXXXXX5671,685302660XXXX5671431981052828889,Membership,4/8/2019,1052828889,PETROL PUMPS,8815,POS
785302660,XXXXXXXXXXXX5609,685302660XXXX5609432021039436939,Membership,4/12/2019,1039436939,FOOD,91369,POS
785302660,XXXXXXXXXXXX7612,685302660XXXX7612432211062602376,Membership,5/1/2019,1062602376,FOOD,76442,POS
785302660,XXXXXXXXXXXX1043,685302660XXXX1043432241017011358,Membership,5/4/2019,1017011358,PETROL PUMPS,92232,POS
785302660,XXXXXXXXXXXX1743,685302660XXXX1743432301099250693,Membership,5/10/2019,1099250693,GROCERIES,81000,POS
785302660,XXXXXXXXXXXX5750,685302660XXXX5750432321067926933,Membership,5/12/2019,1067926933,GROCERIES,60577,POS
785302660,XXXXXXXXXXXX2119,685302660XXXX2119432561099803059,Membership,6/5/2019,1099803059,PETROL PUMPS,92360,POS
785302660,XXXXXXXXXXXX7351,685302660XXXX7351432571065662082,Membership,6/6/2019,1065662082,PETROL PUMPS,59722,POS
785302660,XXXXXXXXXXXX1033,685302660XXXX1033432821076533365,Membership,7/1/2019,1076533365,PETROL PUMPS,85178,POS
785302660,XXXXXXXXXXXX8645,685302660XXXX8645432921050809070,Membership,7/11/2019,1050809070,FOOD,23647,POS
785302660,XXXXXXXXXXXX7349,685302660XXXX7349433491093588533,Membership,9/6/2019,1093588533,ENTERTAINMENT,80676,POS
785302660,XXXXXXXXXXXX8347,685302660XXXX8347433781004628272,Membership,10/5/2019,1004628272,GROCERIES,40488,POS
785302660,XXXXXXXXXXXX3369,685302660XXXX3369434081040477919,Membership,11/4/2019,1040477919,PETROL PUMPS,82142,POS
785302660,XXXXXXXXXXXX6685,685302660XXXX6685434351068581142,Membership,12/1/2019,1068581142,FOOD,44431,POS
785302660,XXXXXXXXXXXX6432,685302660XXXX6432434451027420583,Membership,12/11/2019,1027420583,ENTERTAINMENT,3463,POS
785302660,XXXXXXXXXXXX7136,685302660XXXX713613/10/20181056138564,Membership,13/10/2019,1056138564,PETROL PUMPS,49303,POS
785302660,XXXXXXXXXXXX8904,685302660XXXX890415/04/20181053342943,Membership,15/4/2019,1053342943,UTILITIES,8852,POS
785302660,XXXXXXXXXXXX8117,685302660XXXX811715/09/20181056176302,Membership,15/9/2019,1056176302,TRAVEL,96150,POS
785302660,XXXXXXXXXXXX1019,685302660XXXX101916/12/20181096390199,Membership,16/12/2019,1096390199,ENTERTAINMENT,44118,POS
785302660,XXXXXXXXXXXX2939,685302660XXXX293917/02/20181093022044,Membership,17/2/2019,1093022044,GROCERIES,54216,POS
785302660,XXXXXXXXXXXX1268,685302660XXXX126819/04/20181008705166,Membership,19/4/2019,1008705166,WITHDRAWAL,77745,ATM
785302660,XXXXXXXXXXXX4169,685302660XXXX416919/05/20181065088616,Membership,19/5/2019,1065088616,TRAVEL,43543,POS
785302660,XXXXXXXXXXXX1004,685302660XXXX100419/09/20181095275060,Membership,19/9/2019,1095275060,TRAVEL,66266,POS
785302660,XXXXXXXXXXXX3229,685302660XXXX322924/06/20181013790572,Membership,24/6/2019,1013790572,TRAVEL,26325,POS
785302660,XXXXXXXXXXXX6462,685302660XXXX646225/06/20181064472695,Membership,25/6/2019,1064472695,TRAVEL,78979,POS
785302660,XXXXXXXXXXXX2620,685302660XXXX262025/07/20181088451735,Membership,25/7/2019,1088451735,ENTERTAINMENT,32414,POS
785302660,XXXXXXXXXXXX4205,685302660XXXX420529/03/20181025791670,Membership,29/3/2019,1025791670,ENTERTAINMENT,74909,POS
785302660,XXXXXXXXXXXX7962,685302660XXXX796230/12/20181041049467,Membership,30/12/2019,1041049467,PETROL PUMPS,70129,POS
785302660,XXXXXXXXXXXX8155,685302660XXXX815531/08/20181018824616,Membership,31/8/2019,1018824616,UTILITIES,71437,POS
785302661,XXXXXXXXXXXX5141,685302661XXXX5141431081071742341,Platinum,1/8/2019,1071742341,UTILITIES,58830,POS
785302661,XXXXXXXXXXXX6341,685302661XXXX6341431431029252547,Platinum,2/12/2019,1029252547,PETROL PUMPS,12883,POS
785302661,XXXXXXXXXXXX4943,685302661XXXX4943431681074958363,Platinum,3/9/2019,1074958363,FOOD,94887,POS
785302661,XXXXXXXXXXXX7716,685302661XXXX7716432281034786075,Platinum,5/8/2019,1034786075,UTILITIES,17989,POS
785302661,XXXXXXXXXXXX1887,685302661XXXX1887432521012144472,Platinum,6/1/2019,1012144472,WITHDRAWAL,43855,ATM
785302661,XXXXXXXXXXXX9504,685302661XXXX9504432561097784950,Platinum,6/5/2019,1097784950,UTILITIES,16744,POS
785302661,XXXXXXXXXXXX7830,685302661XXXX7830432871087341688,Platinum,7/6/2019,1087341688,FOOD,74106,POS
785302661,XXXXXXXXXXXX2091,685302661XXXX2091432871000938334,Platinum,7/6/2019,1000938334,TRAVEL,74337,POS
785302661,XXXXXXXXXXXX7062,685302661XXXX7062432881024488921,Platinum,7/7/2019,1024488921,WITHDRAWAL,38314,ATM
785302661,XXXXXXXXXXXX4237,685302661XXXX4237433441077901277,Platinum,9/1/2019,1077901277,FOOD,147,POS
785302661,XXXXXXXXXXXX3276,685302661XXXX3276433461073598142,Platinum,9/3/2019,1073598142,FOOD,86495,POS
785302661,XXXXXXXXXXXX7161,685302661XXXX7161433841008779100,Platinum,10/11/2019,1008779100,UTILITIES,92660,POS
785302661,XXXXXXXXXXXX2811,685302661XXXX2811434351001404332,Platinum,12/1/2019,1001404332,WITHDRAWAL,50737,ATM
785302661,XXXXXXXXXXXX7348,685302661XXXX7348434381012176449,Platinum,12/4/2019,1012176449,ENTERTAINMENT,68122,POS
785302661,XXXXXXXXXXXX1429,685302661XXXX142913/05/20181065443688,Platinum,13/5/2019,1065443688,PETROL PUMPS,16980,POS
785302661,XXXXXXXXXXXX9148,685302661XXXX914813/11/20181039385820,Platinum,13/11/2019,1039385820,UTILITIES,28608,POS
785302661,XXXXXXXXXXXX1172,685302661XXXX117214/11/20181083796743,Platinum,14/11/2019,1083796743,FOOD,53341,POS
785302661,XXXXXXXXXXXX2210,685302661XXXX221014/12/20181087089798,Platinum,14/12/2019,1087089798,GROCERIES,54975,POS
785302661,XXXXXXXXXXXX5200,685302661XXXX520015/05/20181022743223,Platinum,15/5/2019,1022743223,FOOD,65679,POS
785302661,XXXXXXXXXXXX9635,685302661XXXX963515/10/20181054020197,Platinum,15/10/2019,1054020197,UTILITIES,78593,POS
785302661,XXXXXXXXXXXX3908,685302661XXXX390816/12/20181004355542,Platinum,16/12/2019,1004355542,ENTERTAINMENT,7720,POS
785302661,XXXXXXXXXXXX4252,685302661XXXX425217/08/20181017972794,Platinum,17/8/2019,1017972794,PETROL PUMPS,35087,POS
785302661,XXXXXXXXXXXX9813,685302661XXXX981318/08/20181095249904,Platinum,18/8/2019,1095249904,ENTERTAINMENT,76210,POS
785302661,XXXXXXXXXXXX9313,685302661XXXX931321/05/20181048803573,Platinum,21/5/2019,1048803573,TRAVEL,15905,POS
785302661,XXXXXXXXXXXX8667,685302661XXXX866723/03/20181025411021,Platinum,23/3/2019,1025411021,TRAVEL,14204,POS
785302661,XXXXXXXXXXXX8078,685302661XXXX807825/05/20181050518438,Platinum,25/5/2019,1050518438,PETROL PUMPS,26960,POS
785302661,XXXXXXXXXXXX6739,685302661XXXX673925/06/20181098404709,Platinum,25/6/2019,1098404709,TRAVEL,19802,POS
785302661,XXXXXXXXXXXX2167,685302661XXXX216727/09/20181037468892,Platinum,27/9/2019,1037468892,FOOD,32363,POS
785302661,XXXXXXXXXXXX7831,685302661XXXX783128/06/20181097464836,Platinum,28/6/2019,1097464836,TRAVEL,28629,POS
785302661,XXXXXXXXXXXX3464,685302661XXXX346429/03/20181005783239,Platinum,29/3/2019,1005783239,TRAVEL,87780,POS
